Corridor Name,StartStreetName,EndStreetName,Route No.,District,Inspector,Side of Street,Type of Street,Clean Corridor,Fiscal Year,Quarter of Inspection,Year/Month,Date of Inspection,Start Time,End Time,Sweeping Day(s),Sweeping Time(s),streetclean_cleanto5,1.1 Litter Count,2.1,2.1 Litter Count,2.2,2.3,2.4,2.5,avg_graffiti,3.2,3.3,4.1,4.2,perc_cleanaroundtrashbin,4.4,4.5,4.6,4.0 Pass?,5.1,5.2,5.3,5.4
16th Street,De Haro,Potrero,19,10,MNC,South,Commercial,No,2009-2010,Q4,2010-10-Apr,4/7/2010 0:00,12:00 PM,3:00 PM,Tues/Thurs,12-6am,2,9.75,2,6.1,97.2,0,Yes,Yes,0,4.6,5.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Blanken,Tunnel,Gillette,20,10,MNC,South,Residential,No,2009-2010,Q4,2010-10-Apr,4/21/2010 0:00,8:00 AM,10:00 AM,Mon,12-2pm,2,8.2,2,5,97,0,Yes,Yes,0,5.6,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Brazil,Mission,Edinburgh,22,11,MNC,North,Residential,No,2009-2010,Q4,2010-10-Apr,4/6/2010 0:00,8:00 AM,11:00 AM,Mon,8-10am,2,8,2,6.9,96.9,0,Yes,Yes,0,7,10.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Clement,Arguello,5th Avenue,14,1,MNC,South,Commercial,Yes,2009-2010,Q4,2010-11-May,5/12/2010 0:00,7:00 AM,9:00 AM,Tues/Thurs/Sun,7-8am,2,9.25,2,5.38,97,0,Yes,Yes,0,6.5,17.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Geary,17th Avenue,23rd Avenue,11,1,MNC,North,Commercial,Yes,2009-2010,Q4,2010-11-May,5/12/2010 0:00,9:00 AM,12:00 PM,Tues/Thurs/Sun,7-8am,2,8.15,2,5.75,97,0,Yes,Yes,0,7,15.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Grant,Broadway,California,2,3,MNC,South,Commercial,Yes,2009-2010,Q4,2010-11-May,5/4/2010 0:00,9:00 AM,12:00 PM,Mon-Fri,2-6am,2,8.5,2,6.73,97,0,Yes,Yes,0,11.2,29.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,
Stockton,Green,Sacramento,3,3,MNC,North,Commercial,Yes,2009-2010,Q4,2010-11-May,5/4/2010 0:00,4:00 PM,7:00 PM,Everyday,4-6am,1.9,8.5,2,7.6,97,0,Yes,No,0,13.6,21.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,,,,
Taraval,18th Avenue,23rd Avenue,42,4,MNC,South,Commercial,Yes,2009-2010,Q4,2010-11-May,5/11/2010 0:00,6:00 PM,8:00 PM,Mon/Wed/Fri/Sat,2-6am,2,10.2,2,6.6,97,0,Yes,Yes,0,5.6,10.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Haight,Stanyan,Masonic,16,5,MNC,North,Commercial,Yes,2009-2010,Q4,2010-11-May,5/4/2010 0:00,6:00 PM,9:00 PM,Mon/Wed/Fri,7-9am,2.05,9.72,2,7.07,97,0,Yes,No,0.8,29.2,50.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,75.7,100,100,100
Irving,6th Avenue,Funston,41,5,MNC,South,Commercial,Yes,2009-2010,Q4,2010-11-May,5/12/2010 0:00,1:00 PM,4:00 PM,Tues/Fri,7-8am,2,11.25,2,6.6,97,0,Yes,Yes,0,7.6,18.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Mission,Duboce,18th Street,27,6,MNC,West,Commercial,Yes,2009-2010,Q4,2010-11-May,5/18/2010 0:00,10:00 AM,12:00 PM,Mon/Wed/Fri,12:01-6am,2,9.12,2,7.47,97,0,Yes,Yes,0,18.8,42.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,68.4,100,100,100
Ocean,Capitol,Manor,38,7,MNC,North,Commercial,Yes,2009-2010,Q4,2010-11-May,5/11/2010 0:00,10:30 AM,1:00 PM,Mon/Thurs,7-8am,2,9.82,2,6.38,97,0,Yes,Yes,0,8.4,14.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,91.2,100,100,100
West Portal,Ulloa,14th Avenue,39,7,MNC,North,Commercial,Yes,2009-2010,Q4,2010-11-May,5/11/2010 0:00,2:30 PM,5:30 PM,Mon/Wed/Fri/Sat,5-7am,2,10.63,2,7.09,96.9,0,Yes,Yes,0,21.5,36,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,98,100,100,100
18th Street,Church,Dolores,25,8,MNC,South,Commercial,Yes,2009-2010,Q4,2010-11-May,5/25/2010 0:00,8:30 AM,9:30 AM,Mon,6-8am,2,6,2,7,97,0,Yes,Yes,0,11,25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Church,Duboce,18th Street,26,8,MNC,East,Commercial,Yes,2009-2010,Q4,2010-11-May,5/26/2010 0:00,7:00 PM,10:00 PM,Tues/Thurs,6-8am,2,9.14,2,6.23,97,0,Yes,Yes,1.6,12.2,26.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
24th Street,Folsom,Valencia,31,9,MNC,South,Commercial,Yes,2009-2010,Q4,2010-11-May,5/25/2010 0:00,1:00 PM,4:00 PM,Mon/Wed/Fri,6-8am,2,7.4,2,6,97.2,0,Yes,Yes,0,7.2,18,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
24th Street,Potrero,Folsom,30,9,MNC,South,Commercial,Yes,2009-2010,Q4,2010-11-May,5/25/2010 0:00,10:30 AM,1:00 PM,Mon/Wed/Fri,6-8am,2,8.4,2,6.8,97,0,Yes,Yes,0,10.2,20.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Mission,18th Street,22nd Street,28,9,MNC,West,Commercial,Yes,2009-2010,Q4,2010-11-May,5/18/2010 0:00,12:00 PM,2:00 PM,Everyday,4-6am,2,10.31,2,7.69,97,0,Yes,Yes,0.75,19,39.5,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,85,100,100,100
Mission,22nd Street,Cesar Chavez,29,9,MNC,West,Commercial,Yes,2009-2010,Q4,2010-11-May,5/18/2010 0:00,2:00 PM,4:00 PM,Everyday,12:01-6am,2,8.78,2,6.9,97,0,Yes,Yes,1,22.2,42,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,86.4,100,100,100
Bayshore,Hester,Sunnydale,21,10,MNC,West,Commercial,Yes,2009-2010,Q4,2010-11-May,5/5/2010 0:00,6:00 PM,8:30 PM,Mon/Wed/Fri,7-8am,2,8.56,2,6.59,97,0,Yes,Yes,0,8,10.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Leland,Bayshore,Cora,23,10,MNC,West,Commercial,Yes,2009-2010,Q4,2010-11-May,5/5/2010 0:00,9:00 PM,11:00 PM,Tues/Thurs,7-8am,2,5.9,2,5.2,97,0,Yes,Yes,0,4.8,7.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,80,100,100,100
San Bruno,Silliman,Wayland,22,10,MNC,East,Commercial,Yes,2009-2010,Q4,2010-11-May,5/25/2010 0:00,7:00 PM,10:00 PM,Tues/Thurs,7-8am,2,9.12,2,6.08,97,0,Yes,Yes,0.4,16.4,23.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,81.4,95.3,100,100
Ocean,Phelan,Capitol,37,11,MNC,North,Commercial,Yes,2009-2010,Q4,2010-11-May,5/11/2010 0:00,8:30 AM,10:30 AM,Mon/Thurs,7-8am,1.93,7.8,1.93,6.77,97.1,0,Yes,No,0.8,11.6,19.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Anza,25th Avenue,30th Avenue,2,1,MNC,South,Residential,No,2009-2010,Q4,2010-12-Jun,6/24/2010 0:00,8:00 AM,10:00 AM,2nd & 4th Mon,10am-12pm,2,9.2,2,8,97,0,Yes,Yes,0,0.6,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Anza,25th Avenue,30th Avenue,2,1,CSA,South,Residential,No,2009-2010,Q4,2010-12-Jun,6/21/2010 0:00,8:30 AM,9:15 AM,2nd & 4th Mon,10am-12pm,1.67,7.67,1.2,5.13,99,0,Yes,Yes,0,0.8,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.9,100,86.2,100
Clement,21st Avenue,26th Avenue,1,1,CSA,North,Commercial,No,2009-2010,Q4,2010-12-Jun,6/25/2010 0:00,3:00 PM,4:30 PM,Mon/Wed,7-9am,1,1.2,1.35,3.3,99,0.2,Yes,Yes,2.2,5,0.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,60,80,80,80
Clement,21st Avenue,26th Avenue,1,1,MNC,North,Commercial,No,2009-2010,Q4,2010-12-Jun,6/17/2010 0:00,3:00 PM,5:00 PM,Mon/Wed,7-9am,2,10.6,2,7.6,97,0,Yes,Yes,0,4.4,12,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,80,80,80,80
Fillmore,Union,Chestnut,3,2,MNC,East,Commercial,No,2009-2010,Q4,2010-12-Jun,6/22/2010 0:00,3:00 PM,5:00 PM,Mon/Wed/Fri,6-8am,2,11,2,6.88,97,0,Yes,No,0,6.25,15.75,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,94.1,100,100,100
Fillmore,Union,Chestnut,3,2,CSA,West,Commercial,No,2009-2010,Q4,2010-12-Jun,6/28/2010 0:00,9:00 AM,11:45 AM,"Tues, Thurs",6am-8am,3,48.58,2.92,52.33,95.5,1.25,Yes,Yes,0,18.25,42,66.70%,100.00%,33.30%,100.00%,100.00%,100.00%,No,25,100,50,50
Franklin,Broadway,Greenwich,4,2,MNC,East,Residential,No,2009-2010,Q4,2010-12-Jun,6/25/2010 0:00,12:00 PM,3:00 PM,1st & 3rd Thurs,6-10am,1.7,6,1.7,5.6,97,0,Yes,Yes,0,3.8,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.7,100,100,100
Franklin,Broadway,Greenwich,4,2,CSA,East,Residential,No,2009-2010,Q4,2010-12-Jun,6/28/2010 0:00,8:20 AM,9:00 AM,1st & 3rd Mon,8-10am,1.07,0.93,1.2,2.8,97.1,1.2,Yes,Yes,2,3.2,2.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90,100,90,90
Battery,Union,Broadway,5,3,CSA,West,Commercial,No,2009-2010,Q4,2010-12-Jun,6/24/2010 0:00,9:15 AM,10:30 AM,Mon/Wed/Fri,2-6am,1.33,3.67,1.67,10.5,99.9,0.33,Yes,No,0,2.33,1.67,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Battery,Union,Broadway,5,3,MNC,South,Commercial,No,2009-2010,Q4,2010-12-Jun,6/24/2010 0:00,3:30 PM,5:30 PM,Mon/Wed/Fri,2-6am,1.89,7.44,1.61,5.5,97,0,Yes,Yes,0,2.33,3.67,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,89.5,94.7,100,100
Washington,Larkin,Mason,6,3,MNC,North,Residential,No,2009-2010,Q4,2010-12-Jun,6/15/2010 0:00,10:00 AM,1:00 PM,Not Posted,Not Posted,1.93,9,1.78,6.05,97,0,Yes,Yes,0,4.8,11.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.9,100,100,100
Washington,Larkin,Mason,6,3,CSA,South,Residential,No,2009-2010,Q4,2010-12-Jun,6/25/2010 0:00,1:00 PM,2:15 PM,"Tues, Sun",2am-6am,2.28,16.48,2,10.88,76.4,4,Yes,No,3.8,10.2,3.6,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,No,8.3,100,50,100
Lincoln,30th Avenue,35th Avenue,8,4,MNC,North,Residential,No,2009-2010,Q4,2010-12-Jun,6/17/2010 0:00,8:00 AM,10:00 AM,1st & 3rd Tues,9-11am,1.8,7.4,1.7,6.5,97,0,Yes,Yes,0,4.8,3.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Lincoln,30th Avenue,35th Avenue,8,4,CSA,South,Residential,No,2009-2010,Q4,2010-12-Jun,6/17/2010 0:00,10:55 AM,11:55 AM,"Tues & Fri, 1st & 3rd",9-11am,1.27,3.97,1.5,6.5,100,1.4,No,No,0,6.2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,100,40,60
Taraval,19th Avenue,24th Avenue,42,4,CSA,South,Commercial,No,2009-2010,Q4,2010-12-Jun,6/17/2010 0:00,12:25 PM,2:05 PM,"Mon, Tues, Wed, Thurs, Fri, Sat",2-6am,1.8,7.6,2.47,24.07,97.7,1.4,Yes,Yes,0.6,3.2,10.4,100.00%,100.00%,80.00%,100.00%,100.00%,100.00%,Yes,36.8,84.2,89.5,52.6
Taraval,19th Avenue,24th Avenue,42,4,MNC,North,Commercial,No,2009-2010,Q4,2010-12-Jun,6/24/2010 0:00,12:00 PM,2:00 PM,Mon/Wed,7-8am,1.9,7.9,1.6,5.8,97,0,Yes,Yes,0,4.4,8.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Fillmore,Post,California,9,5,CSA,West,Commercial,No,2009-2010,Q4,2010-12-Jun,6/29/2010 0:00,8:45 AM,9:25 AM,Mon/Wed/Fri/Sat,6-8am,1.08,2.25,1.75,7.5,97.5,0.5,Yes,No,0.5,0.75,1.5,100.00%,100.00%,100.00%,100.00%,75.00%,100.00%,Yes,47.5,100,87.5,97.5
Fillmore,Post,California,9,5,MNC,East,Commercial,No,2009-2010,Q4,2010-12-Jun,6/21/2010 0:00,12:00 PM,2:00 PM,Tues/Thurs/Sun,6-8am,2.38,12.25,1.75,7.63,96.9,0,Yes,No,0,8,16.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,84.2,100,100,100
Webster,Ellis,Fulton,10,5,CSA,West,Residential,No,2009-2010,Q4,2010-12-Jun,6/25/2010 0:00,3:35 PM,4:30 PM,Mon/Wed,8-10am,2.53,34.33,2,12.33,98,0.8,Yes,No,0.8,1,0.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,37.9,100,79.3,100
Webster,Ellis,Fulton,10,5,MNC,West,Residential,No,2009-2010,Q4,2010-12-Jun,6/25/2010 0:00,12:00 AM,3:00 AM,Mon/Wed,8-10am,2.3,11.3,2,9.3,96.8,0,Yes,No,0.2,1.6,1,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,82.8,100,100,100
16th Street,Guerrero,Capp,11,6,CSA,North,Commercial,No,2009-2010,Q4,2010-12-Jun,6/18/2010 0:00,3:30 PM,4:30 PM,"Mon-Fri, Sat & Sun","4am-6am, 2am-6am ",2,11.07,2.07,10.47,95.1,2.4,Yes,No,1.6,2.8,13,100.00%,75.00%,100.00%,100.00%,100.00%,100.00%,Yes,61.5,100,100,100
16th Street,Guerrero,Capp,11,6,MNC,North,Commercial,No,2009-2010,Q4,2010-12-Jun,6/21/2010 0:00,12:00 PM,2:00 PM,Tues/Thurs/Sun,2-6am,2.33,13.37,2,8.23,96.7,0,No,No,0.67,15.33,37,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,53.8,100,100,100
Brannan,Embarcadero,3rd Street,12,6,MNC,West,Residential,No,2009-2010,Q4,2010-12-Jun,6/24/2010 0:00,12:00 PM,3:00 PM,Mon,12-6am,1.87,7.53,1.73,6.93,97,0,Yes,Yes,0,12.33,18,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,93.8,100,100,100
Brannan,Embarcadero,3rd Street,12,6,CSA,North,Residential,No,2009-2010,Q4,2010-12-Jun,6/29/2010 0:00,9:45 AM,12:00 PM,"Mon, Wed, Fri",12am-2am,2.51,20.74,1.96,12.33,99.3,1,No,No,2,5.33,14.33,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,52.2,100,89.6,85.1
Monterey,San Rafael,Santa Clara,14,7,MNC,South,Residential,No,2009-2010,Q4,2010-12-Jun,6/22/2010 0:00,12:00 PM,2:00 PM,2nd & 4th Wed,10am-12pm,1.17,2.53,1.27,3.6,98,0,Yes,Yes,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Monterey,San Rafael,Santa Clara,14,7,CSA,North,Residential,No,2009-2010,Q4,2010-12-Jun,6/17/2010 0:00,10:00 AM,11:00 AM,2nd & 4th Thurs,10am-12pm,1,0.2,1.1,1.6,98.6,0,Yes,No,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,88
Taraval,14th Avenue,19th Avenue,13,7,MNC,North,Commercial,No,2009-2010,Q4,2010-12-Jun,6/9/2010 0:00,3:00 PM,5:00 PM,Mon/Fri,7-8am,2,9.1,1.4,4.4,97,0,Yes,Yes,0.4,3.4,2.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Market,Laguna,Noe,15,8,CSA,North,Commercial,No,2009-2010,Q4,2010-12-Jun,6/28/2010 0:00,3:00 PM,5:00 PM,Everyday,2-6am,2.1,13.09,1.97,10.86,97.2,19.25,No,No,2.5,12.5,18.75,83.30%,50.00%,33.30%,100.00%,100.00%,83.30%,No,69.4,100,94.4,98.6
Market,Laguna,Noe,15,8,MNC,North,Commercial,No,2009-2010,Q4,2010-12-Jun,6/28/2010 0:00,3:00 PM,6:00 PM,Everyday,2-6am,2,9.48,1.96,7.57,97,0,Yes,No,0,15.25,36.75,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,87.8,100,100,100
Noe,5th Street,10th Street,16,8,MNC,West,Commercial,No,2009-2010,Q4,2010-12-Jun,6/28/2010 0:00,8:00 AM,11:00 AM,Fri,8-10am,1.9,8.8,1.85,5.85,97,0,Yes,Yes,0,7.8,4.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Noe,Market,Duboce,16,8,CSA,East,Residential,No,2009-2010,Q4,2010-12-Jun,6/28/2010 0:00,1:30 PM,3:00 PM,"Thurs, Fri",8-10am,1.4,5.44,1.18,3.39,98,14,No,No,0.25,9.5,2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,89,100,87.7,100
Cesar Chavez,Shotwell,Guerrero,,9,CSA,South,Commercial,No,2009-2010,Q4,2010-12-Jun,6/30/2010 0:00,5:06 PM,6:10 PM,"Mon-Fri, Sat, Sun","6am-8am, 8am-10am, 6am-8am",1.94,11.1,2.46,19.44,80,3,Yes,No,2,2.25,1.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.9,88.9,59.3,70.4
Cesar Chavez,Shotwell,Guerrero,17,9,MNC,North,Commercial,No,2009-2010,Q4,2010-12-Jun,6/9/2010 0:00,7:00 PM,10:00 PM,Tues/Thurs,6-8am,2.1,8.75,2,7.9,97,0,Yes,Yes,0.6,9.2,11.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Silver,Barneveld,Dunsmuir,18,9,CSA,South,Residential,No,2009-2010,Q4,2010-12-Jun,6/28/2010 0:00,7:05 PM,7:25 PM,Thurs,8-11am,1,0.74,1.08,0.95,98.9,0,Yes,Yes,0.17,0.33,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.1,96.9,62.5,93.8
Silver,Barneveld,Dunsmuir,18,9,MNC,North,Residential,No,2009-2010,Q4,2010-12-Jun,6/16/2010 0:00,8:00 AM,11:00 AM,Thurs,8-11am,2.1,9.25,2,8.2,96.8,0,Yes,No,0,5.8,12.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
16th Street,De Haro,Potrero,19,10,MNC,North,Commercial,No,2009-2010,Q4,2010-12-Jun,6/22/2010 0:00,12:00 PM,3:00 PM,Mon/Wed/Fri,12-6-am,2.2,11.15,2,7.7,97,0,Yes,No,0,4.4,10.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
16th Street,De Haro,Potrero,19,10,CSA,South,Commercial,No,2009-2010,Q4,2010-12-Jun,6/28/2010 0:00,8:30 AM,10:15 AM,"Tues, Thurs",12am-6am,1.39,3.94,1.78,11.56,90.8,0.67,Yes,No,0.67,8.67,1.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.7,100,55.6,88.9
Blanken,Tunnel,Gillette,20,10,MNC,South,Residential,No,2009-2010,Q4,2010-12-Jun,6/9/2010 0:00,8:00 AM,11:00 AM,Fri,12-2pm,1.9,8.1,2,7.1,97,0,Yes,Yes,0,0.4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Blanken,Tunnel,Gillette,20,10,CSA,South,Residential,No,2009-2010,Q4,2010-12-Jun,6/28/2010 0:00,5:45 PM,6:10 PM,Fri,8am-11am,1.1,3.1,1.5,5.4,95,0,Yes,Yes,0,0.2,0.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,83.3,25,100
Brazil,Mission,Edinburgh,22,11,CSA,North,Residential,No,2009-2010,Q4,2010-12-Jun,6/15/2010 0:00,1:00 PM,1:50 PM,"Mon, Thurs","8am-10am, 10am-12pm",1.87,12,1.53,6.47,94.7,0.2,Yes,No,0,1.4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,100,0,100
Brazil,Mission,Edinburgh,22,11,MNC,South,Residential,No,2009-2010,Q4,2010-12-Jun,6/10/2010 0:00,8:00 AM,11:00 AM,Wed,8-10am,1.9,9.9,2,8.2,96.9,0,Yes,No,0,4.6,6.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Randolph,Orizaba,Arch,21,11,CSA,South,Commercial,No,2009-2010,Q4,2010-12-Jun,6/15/2010 0:00,2:10 PM,3:00 PM,"Mon, Thurs",7am-8am,1.73,8.87,2.2,22.53,98.2,0.6,No,No,0,13,11.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.7,84.6,30.8,92.3
Randolph,Orizaba,Arch,21,11,MNC,North,Commercial,No,2009-2010,Q4,2010-12-Jun,6/15/2010 0:00,8:00 AM,10:00 AM,Wed/Fri,7-8am,2,10.8,2,7.8,96.7,0,Yes,No,0,6.6,11.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.5,100,100,100
Randolph,Orizaba,Arch,21,11,MNC,North,Commercial,No,2010-2011,Q2,2011-04-Oct,10/19/2010 0:00,7:00 AM,9:00 AM,Wed/Fri,7-8am,2.4,13.6,2.1,9.1,96.5,0,Yes,No,0,3.2,2.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.9,100,100,100
Clement,Arguello,5th Avenue,14,1,MNC,South,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/14/2010 0:00,7:00 PM,9:00 PM,Tues/Thurs/Sun,7-8am,2,6.38,1.88,6.75,97,0,Yes,Yes,0,5.25,13.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Geary,17th Avenue,23rd Avenue,11,1,MNC,North,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/16/2010 0:00,7:00 PM,9:00 PM,Tue/Thurs/Sun,7-8am,2,7.95,1.8,5.85,97,0,Yes,Yes,0,10.6,26.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Grant,Broadway,California,2,3,MNC,South,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/14/2010 0:00,2:00 PM,5:00 PM,Mon-Fri,2-6am,2.1,11.43,2,7.27,96.9,0,Yes,No,0,17.6,30.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,,,,
Stockton,Green,Sacramento,3,3,MNC,North,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/14/2010 0:00,5:00 PM,7:00 PM,Everyday,4-6am,2.67,15.2,2.13,9.53,96.6,0,No,No,0,22.2,44,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,,,,
Taraval,18th Avenue,23rd Avenue,42,4,MNC,South,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/20/2010 0:00,2:00 PM,5:00 PM,Mon/Wed/Fri/Sat,2-6am,2,7.4,2,6.7,97,0,Yes,Yes,1.2,8,14.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Haight,Stanyan,Masonic,16,5,MNC,North,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/20/2010 0:00,7:00 PM,9:00 PM,Mon/Wed/Fri,7-9am,2.53,14.22,2,9.42,96.5,0,Yes,No,0.8,20,38.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,91.9,100,100,100
Irving,6th Avenue,Funston,41,5,MNC,South,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/29/2010 0:00,7:00 PM,10:00 PM,Tues/Fri,7-8am,2,8.15,1.95,6.65,97,0,Yes,Yes,0,5.8,13.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Mission,Duboce,18th Street,27,6,MNC,West,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/13/2010 0:00,12:00 PM,3:00 PM,Mon/Wed/Fri,12:01-6am,2.34,12.1,2,9.84,96.7,0,No,No,0,14.8,38.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,71.1,100,100,100
Ocean,Capitol,Manor,38,7,MNC,North,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/27/2010 0:00,10:00 PM,1:00 AM,Mon/Thurs,7-8am,2.35,12.02,1.93,8.99,96.6,0,Yes,No,0,15.6,23.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
West Portal,Ulloa,14th Avenue,39,7,MNC,North,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/22/2010 0:00,5:00 PM,7:00 PM,Mon/Wed/Fri/Sat,5-7am,2.21,12.5,1.8,7.46,97,0,Yes,No,0,22,28.5,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
18th Street,Church,Dolores,25,8,MNC,North,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/21/2010 0:00,6:00 PM,7:00 PM,Mon,6-8am,2,5.5,2,5.25,97,0,Yes,Yes,0,10,23,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Church,Duboce,18th Street,26,8,MNC,East,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/12/2010 0:00,6:00 PM,9:00 PM,Tues/Thurs,6-8am,2.07,9.17,2,7.67,96.9,0,Yes,Yes,1,18,26,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,98.4,98.4,98.4,98.4
24th Street,Folsom,Valencia,31,9,MNC,South,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/15/2010 0:00,9:00 PM,12:00 AM,Mon/Wed/Fri,6-8am,2,6.65,2,6.7,96.9,0,Yes,Yes,0,6.4,12.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Mission,18th Street,22nd Street,28,9,MNC,West,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/13/2010 0:00,3:00 PM,5:00 PM,Everyday,4-6am,2.06,8.31,1.88,7,97,0,Yes,Yes,0,14.5,33.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
